date,discount_coupon_code,usage_count,total_discount_given,gross_revenue,avg_order_value,net_revenue,discount_percentage
2025-09-01,HOLIDAY10,12,553.0,5529.67,460.81,4976.67,10.0
2025-09-01,NO_COUPON,10,0.0,5209.66,520.97,5209.66,0.0
2025-09-02,NO_COUPON,19,0.0,8039.6,423.14,8039.6,0.0
2025-09-02,HOLIDAY10,15,783.98,7839.5,522.63,7055.52,10.0
2025-09-02,RING20,11,981.92,4909.66,446.33,3927.74,20.0
2025-09-03,HOLIDAY10,12,485.0,4849.69,404.14,4364.69,10.0
2025-09-03,RING20,11,1279.92,6399.67,581.79,5119.75,20.0
2025-09-03,NO_COUPON,4,0.0,2069.89,517.47,2069.89,0.0
2025-09-04,NO_COUPON,16,0.0,7599.51,474.97,7599.51,0.0
2025-09-04,HOLIDAY10,15,811.0,8109.49,540.63,7298.49,10.0
2025-09-04,RING20,7,619.96,3099.79,442.83,2479.83,20.0
2025-09-05,HOLIDAY10,15,652.0,6519.6,434.64,5867.6,10.0
2025-09-05,NO_COUPON,10,0.0,5569.7,556.97,5569.7,0.0
2025-09-05,RING20,10,1019.94,5099.69,509.97,4079.75,20.0
2025-09-06,HOLIDAY10,12,576.0,5759.67,479.97,5183.67,10.0
2025-09-06,RING20,12,1127.94,5639.67,469.97,4511.73,20.0
2025-09-06,NO_COUPON,10,0.0,5909.62,590.96,5909.62,0.0
2025-09-07,RING20,10,1389.93,6949.63,694.96,5559.7,20.0
2025-09-07,HOLIDAY10,8,547.99,5479.71,684.96,4931.72,10.0
2025-09-07,NO_COUPON,8,0.0,4289.75,536.22,4289.75,0.0
2025-09-08,NO_COUPON,11,0.0,5739.68,521.79,5739.68,0.0
2025-09-08,HOLIDAY10,10,443.0,4429.71,442.97,3986.71,10.0
2025-09-08,RING20,10,1351.91,6759.58,675.96,5407.67,20.0
2025-09-09,NO_COUPON,10,0.0,5079.75,507.98,5079.75,0.0
2025-09-09,HOLIDAY10,9,379.0,3789.75,421.08,3410.75,10.0
2025-09-09,RING20,8,939.96,4699.75,587.47,3759.79,20.0
2025-09-10,NO_COUPON,13,0.0,5759.59,443.05,5759.59,0.0
2025-09-10,RING20,12,1057.94,5289.66,440.8,4231.72,20.0
2025-09-10,HOLIDAY10,9,416.0,4159.74,462.19,3743.74,10.0
2025-09-11,NO_COUPON,14,0.0,5529.64,394.97,5529.64,0.0
2025-09-11,HOLIDAY10,12,728.98,7289.58,607.46,6560.6,10.0
2025-09-11,RING20,8,957.95,4789.76,598.72,3831.81,20.0
2025-09-12,HOLIDAY10,12,679.99,6799.63,566.64,6119.64,10.0
2025-09-12,RING20,8,545.95,2729.77,341.22,2183.82,20.0
2025-09-12,NO_COUPON,6,0.0,2299.84,383.31,2299.84,0.0
2025-09-13,HOLIDAY10,9,539.99,5399.68,599.96,4859.69,10.0
2025-09-13,NO_COUPON,7,0.0,2909.82,415.69,2909.82,0.0
2025-09-13,RING20,4,227.98,1139.9,284.98,911.92,20.0
2025-09-14,RING20,13,1163.95,5819.66,447.67,4655.71,20.0
2025-09-14,NO_COUPON,10,0.0,3119.76,311.98,3119.76,0.0
2025-09-14,HOLIDAY10,5,288.99,2889.83,577.97,2600.84,10.0
2025-09-15,RING20,14,1027.94,5139.66,367.12,4111.72,20.0
2025-09-15,HOLIDAY10,12,639.99,6399.62,533.3,5759.63,10.0
2025-09-15,NO_COUPON,10,0.0,4889.69,488.97,4889.69,0.0
2025-09-16,HOLIDAY10,11,711.0,7109.61,646.33,6398.61,10.0
2025-09-16,RING20,7,679.95,3399.79,485.68,2719.84,20.0
2025-09-16,NO_COUPON,3,0.0,1199.89,399.96,1199.89,0.0
2025-09-17,HOLIDAY10,9,401.0,4009.74,445.53,3608.74,10.0
2025-09-17,RING20,8,791.96,3959.79,494.97,3167.83,20.0
2025-09-17,NO_COUPON,7,0.0,3399.82,485.69,3399.82,0.0
2025-09-18,HOLIDAY10,16,773.0,7729.57,483.1,6956.57,10.0
2025-09-18,RING20,14,1195.93,5979.62,427.12,4783.69,20.0
2025-09-18,NO_COUPON,11,0.0,5719.67,519.97,5719.67,0.0
2025-09-19,RING20,10,1223.93,6119.63,611.96,4895.7,20.0
2025-09-19,NO_COUPON,5,0.0,1669.9,333.98,1669.9,0.0
2025-09-19,HOLIDAY10,4,142.0,1419.91,354.98,1277.91,10.0
2025-09-20,NO_COUPON,14,0.0,6669.62,476.4,6669.62,0.0
2025-09-20,HOLIDAY10,13,540.0,5399.66,415.36,4859.66,10.0
2025-09-20,RING20,8,879.95,4399.75,549.97,3519.8,20.0
2025-09-21,NO_COUPON,16,0.0,8029.51,501.84,8029.51,0.0
2025-09-21,RING20,9,817.94,4089.77,454.42,3271.83,20.0
2025-09-21,HOLIDAY10,5,300.0,2999.83,599.97,2699.83,10.0
2025-09-22,HOLIDAY10,18,828.0,8279.53,459.97,7451.53,10.0
2025-09-22,NO_COUPON,7,0.0,3799.78,542.83,3799.78,0.0
2025-09-22,RING20,7,761.95,3809.76,544.25,3047.81,20.0
2025-09-23,NO_COUPON,11,0.0,5389.65,489.97,5389.65,0.0
2025-09-23,HOLIDAY10,7,338.0,3379.8,482.83,3041.8,10.0
2025-09-23,RING20,4,263.97,1319.89,329.97,1055.92,20.0
2025-09-24,NO_COUPON,12,0.0,6889.62,574.14,6889.62,0.0
2025-09-24,HOLIDAY10,6,390.0,3899.79,649.96,3509.79,10.0
2025-09-24,RING20,5,423.97,2119.85,423.97,1695.88,20.0
2025-09-25,HOLIDAY10,12,702.99,7029.56,585.8,6326.57,10.0
2025-09-25,NO_COUPON,7,0.0,3709.77,529.97,3709.77,0.0
2025-09-25,RING20,7,631.97,3159.81,451.4,2527.84,20.0
2025-09-26,HOLIDAY10,13,604.0,6039.61,464.59,5435.61,10.0
2025-09-26,RING20,12,961.95,4809.69,400.81,3847.74,20.0
2025-09-26,NO_COUPON,9,0.0,4289.73,476.64,4289.73,0.0
2025-09-27,RING20,10,971.95,4859.7,485.97,3887.75,20.0
2025-09-27,NO_COUPON,8,0.0,3809.76,476.22,3809.76,0.0
2025-09-27,HOLIDAY10,3,223.0,2229.87,743.29,2006.87,10.0
2025-09-28,HOLIDAY10,14,683.0,6829.6,487.83,6146.6,10.0
2025-09-28,NO_COUPON,9,0.0,4629.7,514.41,4629.7,0.0
2025-09-28,RING20,7,555.94,2779.78,397.11,2223.84,20.0
2025-09-29,NO_COUPON,15,0.0,7169.57,477.97,7169.57,0.0
2025-09-29,RING20,10,973.94,4869.71,486.97,3895.77,20.0
2025-09-29,HOLIDAY10,7,363.0,3629.79,518.54,3266.79,10.0
2025-09-30,HOLIDAY10,12,678.99,6789.55,565.8,6110.56,10.0
2025-09-30,NO_COUPON,7,0.0,2769.85,395.69,2769.85,0.0
2025-09-30,RING20,5,649.97,3249.84,649.97,2599.87,20.0
2025-10-01,RING20,14,1259.93,6299.6,449.97,5039.67,20.0
2025-10-01,NO_COUPON,9,0.0,5219.69,579.97,5219.69,0.0
2025-10-01,HOLIDAY10,8,420.0,4199.77,524.97,3779.77,10.0
2025-10-02,NO_COUPON,11,0.0,5189.72,471.79,5189.72,0.0
2025-10-02,HOLIDAY10,10,421.99,4219.73,421.97,3797.74,10.0
2025-10-02,RING20,4,443.96,2219.84,554.96,1775.88,20.0
2025-10-03,HOLIDAY10,9,560.0,5599.72,622.19,5039.72,10.0
2025-10-03,NO_COUPON,9,0.0,4339.74,482.19,4339.74,0.0
2025-10-03,RING20,7,601.97,3009.81,429.97,2407.84,20.0
2025-10-04,NO_COUPON,19,0.0,10279.4,541.02,10279.4,0.0
2025-10-04,RING20,8,1011.96,5059.76,632.47,4047.8,20.0
2025-10-04,HOLIDAY10,6,292.0,2919.83,486.64,2627.83,10.0
2025-10-05,RING20,13,1299.92,6499.61,499.97,5199.69,20.0
2025-10-05,HOLIDAY10,9,325.0,3249.76,361.08,2924.76,10.0
2025-10-05,NO_COUPON,7,0.0,3509.79,501.4,3509.79,0.0
2025-10-06,NO_COUPON,16,0.0,8649.48,540.59,8649.48,0.0
2025-10-06,RING20,7,779.96,3899.77,557.11,3119.81,20.0
2025-10-06,HOLIDAY10,6,321.99,3219.82,536.64,2897.83,10.0
2025-10-07,HOLIDAY10,10,670.98,6709.65,670.96,6038.67,10.0
2025-10-07,RING20,10,659.98,3299.8,329.98,2639.82,20.0
2025-10-07,NO_COUPON,8,0.0,2719.82,339.98,2719.82,0.0
2025-10-08,RING20,13,1539.91,7699.55,592.27,6159.64,20.0
2025-10-08,HOLIDAY10,8,437.99,4379.74,547.47,3941.75,10.0
2025-10-08,NO_COUPON,6,0.0,3699.79,616.63,3699.79,0.0
2025-10-09,NO_COUPON,12,0.0,6349.61,529.13,6349.61,0.0
2025-10-09,RING20,10,755.96,3779.79,377.98,3023.83,20.0
2025-10-09,HOLIDAY10,8,452.0,4519.78,564.97,4067.78,10.0
2025-10-10,HOLIDAY10,8,455.0,4549.75,568.72,4094.75,10.0
2025-10-10,RING20,8,1053.94,5269.7,658.71,4215.76,20.0
2025-10-10,NO_COUPON,4,0.0,3719.83,929.96,3719.83,0.0
2025-10-11,HOLIDAY10,14,633.0,6329.65,452.12,5696.65,10.0
2025-10-11,NO_COUPON,14,0.0,7779.57,555.68,7779.57,0.0
2025-10-11,RING20,12,1127.93,5639.64,469.97,4511.71,20.0
2025-10-12,HOLIDAY10,12,632.99,6329.6,527.47,5696.61,10.0
2025-10-12,RING20,11,1057.93,5289.71,480.88,4231.78,20.0
2025-10-12,NO_COUPON,9,0.0,3599.77,399.97,3599.77,0.0
2025-10-13,RING20,14,1125.95,5629.66,402.12,4503.71,20.0
2025-10-13,HOLIDAY10,10,576.0,5759.65,575.96,5183.65,10.0
2025-10-13,NO_COUPON,8,0.0,5049.68,631.21,5049.68,0.0
2025-10-14,RING20,15,1783.9,8919.48,594.63,7135.58,20.0
2025-10-14,HOLIDAY10,14,589.0,5889.68,420.69,5300.68,10.0
2025-10-14,NO_COUPON,11,0.0,5659.68,514.52,5659.68,0.0
2025-10-15,HOLIDAY10,10,470.99,4709.7,470.97,4238.71,10.0
2025-10-15,RING20,9,667.97,3339.8,371.09,2671.83,20.0
2025-10-15,NO_COUPON,5,0.0,1959.89,391.98,1959.89,0.0
2025-10-16,NO_COUPON,14,0.0,8589.51,613.54,8589.51,0.0
2025-10-16,HOLIDAY10,9,434.0,4339.73,482.19,3905.73,10.0
2025-10-16,RING20,7,381.98,1909.86,272.84,1527.88,20.0
2025-10-17,RING20,14,1243.94,6219.62,444.26,4975.68,20.0
2025-10-17,NO_COUPON,11,0.0,4979.71,452.7,4979.71,0.0
2025-10-17,HOLIDAY10,7,394.0,3939.77,562.82,3545.77,10.0
2025-10-18,HOLIDAY10,19,951.99,9519.42,501.02,8567.43,10.0
2025-10-18,NO_COUPON,10,0.0,3799.73,379.97,3799.73,0.0
2025-10-18,RING20,8,875.95,4379.74,547.47,3503.79,20.0
2025-10-19,HOLIDAY10,16,835.0,8349.46,521.84,7514.46,10.0
2025-10-19,NO_COUPON,11,0.0,6719.63,610.88,6719.63,0.0
2025-10-19,RING20,10,989.93,4949.69,494.97,3959.76,20.0
2025-10-20,NO_COUPON,7,0.0,2989.82,427.12,2989.82,0.0
2025-10-20,RING20,7,631.99,3159.86,451.41,2527.87,20.0
2025-10-20,HOLIDAY10,5,197.0,1969.85,393.97,1772.85,10.0
2025-10-21,HOLIDAY10,14,617.0,6169.62,440.69,5552.62,10.0
2025-10-21,RING20,9,1167.94,5839.7,648.86,4671.76,20.0
2025-10-21,NO_COUPON,7,0.0,3509.76,501.39,3509.76,0.0
2025-10-22,NO_COUPON,13,0.0,8099.54,623.04,8099.54,0.0
2025-10-22,HOLIDAY10,10,458.99,4589.7,458.97,4130.71,10.0
2025-10-22,RING20,10,969.96,4849.7,484.97,3879.74,20.0
2025-10-23,NO_COUPON,9,0.0,4479.73,497.75,4479.73,0.0
2025-10-23,HOLIDAY10,8,345.0,3449.8,431.22,3104.8,10.0
2025-10-23,RING20,8,613.95,3069.8,383.72,2455.85,20.0
2025-10-24,NO_COUPON,13,0.0,6749.6,519.2,6749.6,0.0
2025-10-24,HOLIDAY10,11,510.99,5109.64,464.51,4598.65,10.0
2025-10-24,RING20,4,503.97,2519.86,629.96,2015.89,20.0
2025-10-25,RING20,15,1565.91,7829.56,521.97,6263.65,20.0
2025-10-25,HOLIDAY10,10,541.0,5409.67,540.97,4868.67,10.0
2025-10-25,NO_COUPON,8,0.0,3769.76,471.22,3769.76,0.0
2025-10-26,NO_COUPON,12,0.0,6899.6,574.97,6899.6,0.0
2025-10-26,HOLIDAY10,11,785.99,7859.58,714.51,7073.59,10.0
2025-10-26,RING20,9,639.97,3199.81,355.53,2559.84,20.0
2025-10-27,RING20,18,2017.87,10089.4,560.52,8071.53,20.0
2025-10-27,NO_COUPON,8,0.0,4089.77,511.22,4089.77,0.0
2025-10-27,HOLIDAY10,7,518.99,5189.72,741.39,4670.73,10.0
2025-10-28,RING20,11,983.93,4919.69,447.24,3935.76,20.0
2025-10-28,HOLIDAY10,8,410.0,4099.78,512.47,3689.78,10.0
2025-10-28,NO_COUPON,8,0.0,4989.74,623.72,4989.74,0.0
2025-10-29,NO_COUPON,11,0.0,5439.66,494.51,5439.66,0.0
2025-10-29,RING20,11,1185.94,5929.66,539.06,4743.72,20.0
2025-10-29,HOLIDAY10,7,438.99,4389.72,627.1,3950.73,10.0
2025-10-30,HOLIDAY10,13,699.99,6999.59,538.43,6299.6,10.0
2025-10-30,RING20,10,1077.95,5389.73,538.97,4311.78,20.0
2025-10-30,NO_COUPON,9,0.0,3909.75,434.42,3909.75,0.0
2025-10-31,HOLIDAY10,12,789.0,7889.55,657.46,7100.55,10.0
2025-10-31,NO_COUPON,11,0.0,4069.76,369.98,4069.76,0.0
2025-10-31,RING20,10,1069.93,5349.67,534.97,4279.74,20.0
2025-11-01,RING20,12,1389.93,6949.63,579.14,5559.7,20.0
2025-11-01,HOLIDAY10,8,421.99,4219.73,527.47,3797.74,10.0
2025-11-01,NO_COUPON,8,0.0,2449.84,306.23,2449.84,0.0
2025-11-02,NO_COUPON,15,0.0,8809.53,587.3,8809.53,0.0
2025-11-02,HOLIDAY10,8,470.0,4699.75,587.47,4229.75,10.0
2025-11-02,RING20,3,309.98,1549.92,516.64,1239.94,20.0
2025-11-03,HOLIDAY10,13,674.0,6739.59,518.43,6065.59,10.0
2025-11-03,RING20,13,1267.93,6339.63,487.66,5071.7,20.0
2025-11-03,NO_COUPON,10,0.0,5999.68,599.97,5999.68,0.0
2025-11-04,NO_COUPON,15,0.0,6639.6,442.64,6639.6,0.0
2025-11-04,HOLIDAY10,8,510.98,5109.69,638.71,4598.71,10.0
2025-11-04,RING20,4,419.97,2099.86,524.96,1679.89,20.0
2025-11-05,NO_COUPON,8,0.0,4159.74,519.97,4159.74,0.0
2025-11-05,RING20,7,617.98,3089.84,441.41,2471.86,20.0
2025-11-05,HOLIDAY10,4,160.0,1599.88,399.97,1439.88,10.0
2025-11-06,NO_COUPON,17,0.0,7779.53,457.62,7779.53,0.0
2025-11-06,RING20,14,1517.9,7589.55,542.11,6071.65,20.0
2025-11-06,HOLIDAY10,8,411.0,4109.76,513.72,3698.76,10.0
2025-11-07,HOLIDAY10,12,697.0,6969.57,580.8,6272.57,10.0
2025-11-07,RING20,10,677.96,3389.78,338.98,2711.82,20.0
2025-11-07,NO_COUPON,5,0.0,2949.82,589.96,2949.82,0.0
2025-11-08,HOLIDAY10,17,691.0,6909.45,406.44,6218.45,10.0
2025-11-08,NO_COUPON,11,0.0,6779.62,616.33,6779.62,0.0
2025-11-08,RING20,5,587.95,2939.84,587.97,2351.89,20.0
2025-11-09,RING20,10,1397.94,6989.63,698.96,5591.69,20.0
2025-11-09,NO_COUPON,9,0.0,4789.71,532.19,4789.71,0.0
2025-11-09,HOLIDAY10,7,243.0,2429.85,347.12,2186.85,10.0
2025-11-10,HOLIDAY10,16,653.0,6529.58,408.1,5876.58,10.0
2025-11-10,RING20,11,1289.93,6449.6,586.33,5159.67,20.0
2025-11-10,NO_COUPON,8,0.0,3109.75,388.72,3109.75,0.0
2025-11-11,HOLIDAY10,10,533.99,5339.72,533.97,4805.73,10.0
2025-11-11,NO_COUPON,9,0.0,4979.71,553.3,4979.71,0.0
2025-11-11,RING20,5,521.98,2609.85,521.97,2087.87,20.0
2025-11-12,NO_COUPON,13,0.0,5979.64,459.97,5979.64,0.0
2025-11-12,RING20,13,1389.91,6949.6,534.58,5559.69,20.0
2025-11-12,HOLIDAY10,9,433.0,4329.73,481.08,3896.73,10.0
2025-11-13,HOLIDAY10,10,543.0,5429.68,542.97,4886.68,10.0
2025-11-13,NO_COUPON,10,0.0,4669.68,466.97,4669.68,0.0
2025-11-13,RING20,8,725.95,3629.77,453.72,2903.82,20.0
2025-11-14,RING20,9,705.98,3529.83,392.2,2823.85,20.0
2025-11-14,HOLIDAY10,8,550.98,5509.71,688.71,4958.73,10.0
2025-11-14,NO_COUPON,7,0.0,1459.86,208.55,1459.86,0.0
2025-11-15,NO_COUPON,15,0.0,6639.55,442.64,6639.55,0.0
2025-11-15,RING20,15,1553.91,7769.5,517.97,6215.59,20.0
2025-11-15,HOLIDAY10,2,128.0,1279.92,639.96,1151.92,10.0
2025-11-16,HOLIDAY10,20,1078.98,10789.41,539.47,9710.43,10.0
2025-11-16,RING20,17,1881.88,9409.45,553.5,7527.57,20.0
2025-11-16,NO_COUPON,10,0.0,5949.67,594.97,5949.67,0.0
2025-11-17,HOLIDAY10,14,762.0,7619.55,544.25,6857.55,10.0
2025-11-17,RING20,13,1323.92,6619.59,509.2,5295.67,20.0
2025-11-17,NO_COUPON,2,0.0,1039.91,519.96,1039.91,0.0
2025-11-18,RING20,13,1087.92,5439.61,418.43,4351.69,20.0
2025-11-18,NO_COUPON,8,0.0,2779.81,347.48,2779.81,0.0
2025-11-18,HOLIDAY10,5,209.0,2089.85,417.97,1880.85,10.0
2025-11-19,NO_COUPON,21,0.0,11119.33,529.49,11119.33,0.0
2025-11-19,RING20,9,1083.92,5419.65,602.18,4335.73,20.0
2025-11-19,HOLIDAY10,8,513.0,5129.73,641.22,4616.73,10.0
2025-11-20,HOLIDAY10,12,535.0,5349.65,445.8,4814.65,10.0
2025-11-20,RING20,7,747.95,3739.79,534.26,2991.84,20.0
2025-11-20,NO_COUPON,6,0.0,3699.79,616.63,3699.79,0.0
2025-11-21,RING20,10,1195.93,5979.67,597.97,4783.74,20.0
2025-11-21,HOLIDAY10,9,385.0,3849.76,427.75,3464.76,10.0
2025-11-21,NO_COUPON,5,0.0,3709.82,741.96,3709.82,0.0
2025-11-22,HOLIDAY10,13,756.98,7569.59,582.28,6812.61,10.0
2025-11-22,RING20,10,1035.96,5179.69,517.97,4143.73,20.0
2025-11-22,NO_COUPON,5,0.0,3629.82,725.96,3629.82,0.0
2025-11-23,NO_COUPON,11,0.0,4959.69,450.88,4959.69,0.0
2025-11-23,HOLIDAY10,7,299.0,2989.82,427.12,2690.82,10.0
2025-11-23,RING20,7,593.96,2969.81,424.26,2375.85,20.0
2025-11-24,RING20,15,1579.88,7899.48,526.63,6319.6,20.0
2025-11-24,NO_COUPON,11,0.0,5739.64,521.79,5739.64,0.0
2025-11-24,HOLIDAY10,7,400.99,4009.74,572.82,3608.75,10.0
2025-11-25,HOLIDAY10,9,478.0,4779.67,531.07,4301.67,10.0
2025-11-25,RING20,7,579.99,2899.84,414.26,2319.85,20.0
2025-11-25,NO_COUPON,5,0.0,2479.86,495.97,2479.86,0.0
2025-11-26,NO_COUPON,16,0.0,8989.48,561.84,8989.48,0.0
2025-11-26,HOLIDAY10,12,574.0,5739.63,478.3,5165.63,10.0
2025-11-26,RING20,9,999.95,4999.75,555.53,3999.8,20.0
2025-11-27,HOLIDAY10,10,457.99,4579.67,457.97,4121.68,10.0
2025-11-27,NO_COUPON,9,0.0,4719.73,524.41,4719.73,0.0
2025-11-27,RING20,8,455.97,2279.83,284.98,1823.86,20.0
2025-11-28,HOLIDAY10,16,847.99,8479.51,529.97,7631.52,10.0
2025-11-28,RING20,10,1127.94,5639.67,563.97,4511.73,20.0
2025-11-28,NO_COUPON,3,0.0,1569.91,523.3,1569.91,0.0
2025-11-29,RING20,15,1595.9,7979.51,531.97,6383.61,20.0
2025-11-29,NO_COUPON,10,0.0,5289.66,528.97,5289.66,0.0
2025-11-29,HOLIDAY10,8,294.0,2939.84,367.48,2645.84,10.0
2025-11-30,RING20,12,1111.92,5559.64,463.3,4447.72,20.0
2025-11-30,NO_COUPON,11,0.0,5579.68,507.24,5579.68,0.0
2025-11-30,HOLIDAY10,6,258.0,2579.85,429.98,2321.85,10.0
2025-12-01,NO_COUPON,10,0.0,5089.68,508.97,5089.68,0.0
2025-12-01,RING20,10,1307.92,6539.61,653.96,5231.69,20.0
2025-12-01,HOLIDAY10,8,361.0,3609.78,451.22,3248.78,10.0
2025-12-02,HOLIDAY10,11,433.0,4329.68,393.61,3896.68,10.0
2025-12-02,NO_COUPON,9,0.0,4149.76,461.08,4149.76,0.0
2025-12-02,RING20,7,647.96,3239.81,462.83,2591.85,20.0
2025-12-03,NO_COUPON,13,0.0,7639.56,587.66,7639.56,0.0
2025-12-03,RING20,12,1145.93,5729.65,477.47,4583.72,20.0
2025-12-03,HOLIDAY10,7,304.0,3039.83,434.26,2735.83,10.0
2025-12-04,NO_COUPON,14,0.0,7179.61,512.83,7179.61,0.0
2025-12-04,HOLIDAY10,9,337.0,3369.79,374.42,3032.79,10.0
2025-12-04,RING20,6,579.96,2899.81,483.3,2319.85,20.0
2025-12-05,NO_COUPON,12,0.0,5789.69,482.47,5789.69,0.0
2025-12-05,RING20,12,1071.95,5359.71,446.64,4287.76,20.0
2025-12-05,HOLIDAY10,5,283.0,2829.84,565.97,2546.84,10.0
2025-12-06,RING20,13,1157.94,5789.64,445.36,4631.7,20.0
2025-12-06,NO_COUPON,11,0.0,4799.69,436.34,4799.69,0.0
2025-12-06,HOLIDAY10,9,581.99,5819.63,646.63,5237.64,10.0
2025-12-07,RING20,12,1261.93,6309.61,525.8,5047.68,20.0
2025-12-07,NO_COUPON,10,0.0,5269.68,526.97,5269.68,0.0
2025-12-07,HOLIDAY10,9,492.0,4919.74,546.64,4427.74,10.0
2025-12-08,HOLIDAY10,11,553.98,5539.68,503.61,4985.7,10.0
2025-12-08,NO_COUPON,6,0.0,2619.85,436.64,2619.85,0.0
2025-12-08,RING20,6,577.98,2889.83,481.64,2311.85,20.0
2025-12-09,NO_COUPON,15,0.0,6829.55,455.3,6829.55,0.0
2025-12-09,RING20,10,881.95,4409.73,440.97,3527.78,20.0
2025-12-09,HOLIDAY10,8,413.0,4129.75,516.22,3716.75,10.0
2025-12-10,RING20,12,1167.92,5839.6,486.63,4671.68,20.0
2025-12-10,NO_COUPON,5,0.0,1869.86,373.97,1869.86,0.0
2025-12-10,HOLIDAY10,4,184.0,1839.89,459.97,1655.89,10.0
2025-12-11,HOLIDAY10,8,367.99,3679.75,459.97,3311.76,10.0
2025-12-11,NO_COUPON,7,0.0,4249.73,607.1,4249.73,0.0
2025-12-11,RING20,7,803.94,4019.75,574.25,3215.81,20.0
2025-12-12,NO_COUPON,12,0.0,7519.61,626.63,7519.61,0.0
2025-12-12,RING20,9,729.97,3649.78,405.53,2919.81,20.0
2025-12-12,HOLIDAY10,8,360.0,3599.77,449.97,3239.77,10.0
2025-12-13,RING20,14,1793.9,8969.49,640.68,7175.59,20.0
2025-12-13,NO_COUPON,10,0.0,4639.71,463.97,4639.71,0.0
2025-12-13,HOLIDAY10,6,347.0,3469.84,578.31,3122.84,10.0
2025-12-14,RING20,14,973.95,4869.71,347.84,3895.76,20.0
2025-12-14,HOLIDAY10,12,543.0,5429.68,452.47,4886.68,10.0
2025-12-14,NO_COUPON,11,0.0,6369.6,579.05,6369.6,0.0
2025-12-15,HOLIDAY10,12,611.0,6109.68,509.14,5498.68,10.0
2025-12-15,NO_COUPON,10,0.0,5619.68,561.97,5619.68,0.0
2025-12-15,RING20,10,907.93,4539.69,453.97,3631.76,20.0
2025-12-16,HOLIDAY10,14,655.0,6549.62,467.83,5894.62,10.0
2025-12-16,NO_COUPON,10,0.0,6039.63,603.96,6039.63,0.0
2025-12-16,RING20,9,811.94,4059.75,451.08,3247.81,20.0
2025-12-17,NO_COUPON,14,0.0,6969.59,497.83,6969.59,0.0
2025-12-17,RING20,12,959.93,4799.64,399.97,3839.71,20.0
2025-12-17,HOLIDAY10,9,483.0,4829.71,536.63,4346.71,10.0
2025-12-18,HOLIDAY10,17,648.0,6479.57,381.15,5831.57,10.0
2025-12-18,NO_COUPON,16,0.0,7209.58,450.6,7209.58,0.0
2025-12-18,RING20,12,1187.94,5939.66,494.97,4751.72,20.0
2025-12-19,NO_COUPON,15,0.0,7969.55,531.3,7969.55,0.0
2025-12-19,HOLIDAY10,12,713.0,7129.62,594.14,6416.62,10.0
2025-12-19,RING20,11,833.96,4169.7,379.06,3335.74,20.0
2025-12-20,HOLIDAY10,17,910.99,9109.43,535.85,8198.44,10.0
2025-12-20,NO_COUPON,8,0.0,4049.77,506.22,4049.77,0.0
2025-12-20,RING20,8,819.94,4099.7,512.46,3279.76,20.0
2025-12-21,NO_COUPON,10,0.0,5499.7,549.97,5499.7,0.0
2025-12-21,RING20,10,721.96,3609.75,360.98,2887.79,20.0
2025-12-21,HOLIDAY10,9,352.0,3519.74,391.08,3167.74,10.0
2025-12-22,RING20,15,1397.93,6989.61,465.97,5591.68,20.0
2025-12-22,NO_COUPON,12,0.0,6959.59,579.97,6959.59,0.0
2025-12-22,HOLIDAY10,10,477.99,4779.7,477.97,4301.71,10.0
2025-12-23,HOLIDAY10,13,481.99,4819.68,370.74,4337.69,10.0
2025-12-23,NO_COUPON,10,0.0,5219.71,521.97,5219.71,0.0
2025-12-23,RING20,7,865.94,4329.73,618.53,3463.79,20.0
2025-12-24,RING20,12,1045.95,5229.72,435.81,4183.77,20.0
2025-12-24,HOLIDAY10,10,541.99,5419.72,541.97,4877.73,10.0
2025-12-24,NO_COUPON,6,0.0,2939.79,489.96,2939.79,0.0
2025-12-25,NO_COUPON,10,0.0,4619.72,461.97,4619.72,0.0
2025-12-25,RING20,10,963.95,4819.7,481.97,3855.75,20.0
2025-12-25,HOLIDAY10,9,267.0,2669.81,296.65,2402.81,10.0
2025-12-26,NO_COUPON,15,0.0,7979.56,531.97,7979.56,0.0
2025-12-26,RING20,14,1171.93,5859.61,418.54,4687.68,20.0
2025-12-26,HOLIDAY10,10,443.0,4429.72,442.97,3986.72,10.0
2025-12-27,RING20,11,1121.92,5609.65,509.97,4487.73,20.0
2025-12-27,HOLIDAY10,8,242.0,2419.85,302.48,2177.85,10.0
2025-12-27,NO_COUPON,6,0.0,2239.85,373.31,2239.85,0.0
2025-12-28,NO_COUPON,14,0.0,5489.64,392.12,5489.64,0.0
2025-12-28,HOLIDAY10,8,320.0,3199.78,399.97,2879.78,10.0
2025-12-28,RING20,7,801.96,4009.77,572.82,3207.81,20.0
2025-12-29,HOLIDAY10,11,530.0,5299.67,481.79,4769.67,10.0
2025-12-29,NO_COUPON,10,0.0,4459.74,445.97,4459.74,0.0
2025-12-29,RING20,9,935.95,4679.71,519.97,3743.76,20.0
2025-12-30,RING20,12,1483.91,7419.56,618.3,5935.65,20.0
2025-12-30,HOLIDAY10,10,522.0,5219.74,521.97,4697.74,10.0
2025-12-30,NO_COUPON,5,0.0,3469.76,693.95,3469.76,0.0
2025-12-31,RING20,14,1393.94,6969.62,497.83,5575.68,20.0
2025-12-31,NO_COUPON,13,0.0,5779.61,444.59,5779.61,0.0
2025-12-31,HOLIDAY10,11,465.0,4649.66,422.7,4184.66,10.0
